Response_ID,Trial,Rating
R_1kIFbzhfuHInJqw,Aff 0 E_1,76
R_1kIFbzhfuHInJqw,Aff 0 B_1,80
R_1kIFbzhfuHInJqw,Aff P D_1,81
R_1kIFbzhfuHInJqw,Neg M A_1,81
R_1kIFbzhfuHInJqw,Aff M C_1,88
R_1kIFbzhfuHInJqw,Neg C B_1,90
R_1OTPqS1mypUOLn9,Neg C D_1,7
R_1OTPqS1mypUOLn9,Aff C E_1,7
R_1OTPqS1mypUOLn9,Neg P A_1,7
R_1OTPqS1mypUOLn9,Aff C B_1,16
R_1OTPqS1mypUOLn9,Neg M C_1,22
R_1OTPqS1mypUOLn9,Neg P E_1,50
R_1OTPqS1mypUOLn9,Aff M D_1,55
R_1OTPqS1mypUOLn9,Aff M A_1,59
R_1OTPqS1mypUOLn9,Aff P C_1,92
R_1OTPqS1mypUOLn9,Neg 0 B_1,96
R_1PoTyV8MAo5wOmy,Neg C E_1,0
R_1PoTyV8MAo5wOmy,Neg 0 C_1,0
R_1PoTyV8MAo5wOmy,Neg C A_1,0
R_1PoTyV8MAo5wOmy,Neg M D_1,0
R_1PoTyV8MAo5wOmy,Neg P B_1,1
R_1PoTyV8MAo5wOmy,Aff M E_1,3
R_1PoTyV8MAo5wOmy,Aff M B_1,18
R_1PoTyV8MAo5wOmy,Aff 0 A_1,50
R_1PoTyV8MAo5wOmy,Aff 0 D_1,50
R_1PoTyV8MAo5wOmy,Aff C C_1,80
R_1rSgUVVFE5O741t,Neg P A_1,9
R_1rSgUVVFE5O741t,Neg C D_1,10
R_1rSgUVVFE5O741t,Neg M C_1,17
R_1rSgUVVFE5O741t,Neg P E_1,24
R_1rSgUVVFE5O741t,Aff M A_1,26
R_1rSgUVVFE5O741t,Aff M D_1,27
R_1rSgUVVFE5O741t,Aff P C_1,67
R_1rSgUVVFE5O741t,Neg 0 B_1,70
R_1rSgUVVFE5O741t,Aff C E_1,83
R_1rSgUVVFE5O741t,Aff C B_1,87
R_1TtSg5h7s2zoT6a,Neg 0 E_1,0
R_1TtSg5h7s2zoT6a,Neg C C_1,0
R_1TtSg5h7s2zoT6a,Neg 0 A_1,1
R_1TtSg5h7s2zoT6a,Aff C D_1,2
R_1TtSg5h7s2zoT6a,Aff 0 C_1,3
R_1TtSg5h7s2zoT6a,Neg M B_1,6
R_1TtSg5h7s2zoT6a,Aff C A_1,17
R_1TtSg5h7s2zoT6a,Aff P E_1,76
R_1TtSg5h7s2zoT6a,Neg P D_1,84
R_1TtSg5h7s2zoT6a,Aff P B_1,100
R_1UsGmLi2YO8kiYx,Neg P C_1,13
R_1UsGmLi2YO8kiYx,Aff 0 B_1,18
R_1UsGmLi2YO8kiYx,Aff M C_1,74
R_1UsGmLi2YO8kiYx,Neg C B_1,89
R_1UsGmLi2YO8kiYx,Aff P A_1,100
R_1UsGmLi2YO8kiYx,Neg M E_1,100
R_1UsGmLi2YO8kiYx,Aff 0 E_1,100
R_1UsGmLi2YO8kiYx,Aff P D_1,100
R_1UsGmLi2YO8kiYx,Neg M A_1,100
R_1UsGmLi2YO8kiYx,Neg 0 D_1,100
R_30Jo0AcWke25PTv,Aff M A_1,73
R_30Jo0AcWke25PTv,Aff M D_1,74
R_30Jo0AcWke25PTv,Neg M C_1,75
R_30Jo0AcWke25PTv,Neg P E_1,77
R_30Jo0AcWke25PTv,Neg C D_1,85
R_30Jo0AcWke25PTv,Neg P A_1,85
R_30Jo0AcWke25PTv,Aff P C_1,86
R_30Jo0AcWke25PTv,Aff C E_1,90
R_30Jo0AcWke25PTv,Aff C B_1,93
R_30Jo0AcWke25PTv,Neg 0 B_1,94
R_3HMOsGujeCVoaMp,Neg M E_1,0
R_3HMOsGujeCVoaMp,Aff 0 E_1,0
R_3HMOsGujeCVoaMp,Aff P A_1,10
R_3HMOsGujeCVoaMp,Neg M A_1,10
R_3HMOsGujeCVoaMp,Aff M C_1,10
R_3HMOsGujeCVoaMp,Neg P C_1,20
R_3HMOsGujeCVoaMp,Aff P D_1,20
R_3HMOsGujeCVoaMp,Neg 0 D_1,20
R_3HMOsGujeCVoaMp,Aff 0 B_1,60
R_3HMOsGujeCVoaMp,Neg C B_1,60
R_3L4HE2jQPbe7spb,Neg M B_1,12
R_3L4HE2jQPbe7spb,Aff C A_1,17
R_3L4HE2jQPbe7spb,Neg P D_1,17
R_3L4HE2jQPbe7spb,Aff P B_1,22
R_3L4HE2jQPbe7spb,Neg C C_1,60
R_3L4HE2jQPbe7spb,Neg 0 E_1,75
R_3L4HE2jQPbe7spb,Aff 0 C_1,78
R_3L4HE2jQPbe7spb,Aff C D_1,86
R_3L4HE2jQPbe7spb,Neg 0 A_1,88
R_3L4HE2jQPbe7spb,Aff P E_1,94
R_3L6IhtXWsAoh5Jv,Neg 0 C_1,0
R_3L6IhtXWsAoh5Jv,Aff C C_1,0
R_3L6IhtXWsAoh5Jv,Neg C E_1,10
R_3L6IhtXWsAoh5Jv,Aff M E_1,11
R_3L6IhtXWsAoh5Jv,Neg C A_1,20
R_3L6IhtXWsAoh5Jv,Aff 0 A_1,34
R_3L6IhtXWsAoh5Jv,Aff 0 D_1,35
R_3L6IhtXWsAoh5Jv,Neg M D_1,36
R_3L6IhtXWsAoh5Jv,Aff M B_1,81
R_3L6IhtXWsAoh5Jv,Neg P B_1,85
R_3PNbyHLZ0t0CjLP,Neg 0 A_1,80
R_3PNbyHLZ0t0CjLP,Neg P D_1,84
R_3PNbyHLZ0t0CjLP,Neg 0 E_1,85
R_3PNbyHLZ0t0CjLP,Aff 0 C_1,91
R_3PNbyHLZ0t0CjLP,Neg C C_1,94
R_3PNbyHLZ0t0CjLP,Aff C A_1,97
R_3PNbyHLZ0t0CjLP,Aff P B_1,100
R_3PNbyHLZ0t0CjLP,Neg M B_1,100
R_3PNbyHLZ0t0CjLP,Aff C D_1,100
R_3PNbyHLZ0t0CjLP,Aff P E_1,100
R_57ptLLDU46fs4HD,Neg M C_1,0
R_57ptLLDU46fs4HD,Neg P E_1,0
R_57ptLLDU46fs4HD,Neg C D_1,0
R_57ptLLDU46fs4HD,Aff M D_1,34
R_57ptLLDU46fs4HD,Aff C E_1,38
R_57ptLLDU46fs4HD,Neg P A_1,38
R_57ptLLDU46fs4HD,Aff C B_1,58
R_57ptLLDU46fs4HD,Aff M A_1,60
R_57ptLLDU46fs4HD,Neg 0 B_1,69
R_57ptLLDU46fs4HD,Aff P C_1,77
R_5DYnuqmQVQm8f9H,Neg 0 E_1,6
R_5DYnuqmQVQm8f9H,Neg P D_1,24
R_5DYnuqmQVQm8f9H,Neg C C_1,25
R_5DYnuqmQVQm8f9H,Aff P E_1,31
R_5DYnuqmQVQm8f9H,Aff 0 C_1,32
R_5DYnuqmQVQm8f9H,Neg 0 A_1,49
R_5DYnuqmQVQm8f9H,Aff P B_1,50
R_5DYnuqmQVQm8f9H,Neg M B_1,50
R_5DYnuqmQVQm8f9H,Aff C D_1,64
R_5DYnuqmQVQm8f9H,Aff C A_1,68
R_5EsqySejUZmafQc,Aff C A_1,30
R_5EsqySejUZmafQc,Neg P D_1,37
R_5EsqySejUZmafQc,Neg 0 E_1,62
R_5EsqySejUZmafQc,Neg C C_1,63
R_5EsqySejUZmafQc,Neg 0 A_1,65
R_5EsqySejUZmafQc,Neg M B_1,65
R_5EsqySejUZmafQc,Aff P E_1,65
R_5EsqySejUZmafQc,Aff 0 C_1,69
R_5EsqySejUZmafQc,Aff C D_1,76
R_5EsqySejUZmafQc,Aff P B_1,91
R_5PTRk6wEIP9rEME,Neg P D_1,0
R_5PTRk6wEIP9rEME,Neg 0 A_1,0
R_5PTRk6wEIP9rEME,Neg C C_1,1
R_5PTRk6wEIP9rEME,Neg M B_1,24
R_5PTRk6wEIP9rEME,Aff 0 C_1,27
R_5PTRk6wEIP9rEME,Neg 0 E_1,28
R_5PTRk6wEIP9rEME,Aff P E_1,39
R_5PTRk6wEIP9rEME,Aff C D_1,71
R_5PTRk6wEIP9rEME,Aff P B_1,91
R_5PTRk6wEIP9rEME,Aff C A_1,99
R_5V2qZ3FBQ0shH6y,Aff P E_1,58
R_5V2qZ3FBQ0shH6y,Aff 0 C_1,68
R_5V2qZ3FBQ0shH6y,Neg M B_1,69
R_5V2qZ3FBQ0shH6y,Aff C D_1,73
R_5V2qZ3FBQ0shH6y,Aff P B_1,75
R_5V2qZ3FBQ0shH6y,Neg P D_1,84
R_5V2qZ3FBQ0shH6y,Neg 0 A_1,87
R_5V2qZ3FBQ0shH6y,Aff C A_1,90
R_5V2qZ3FBQ0shH6y,Neg C C_1,91
R_5V2qZ3FBQ0shH6y,Neg 0 E_1,96
R_5XJHuvqPbVR7YTn,Aff 0 A_1,53
R_5XJHuvqPbVR7YTn,Neg 0 C_1,54
R_5XJHuvqPbVR7YTn,Neg C E_1,64
R_5XJHuvqPbVR7YTn,Aff M B_1,68
R_5XJHuvqPbVR7YTn,Neg P B_1,78
R_5XJHuvqPbVR7YTn,Neg M D_1,80
R_5XJHuvqPbVR7YTn,Aff 0 D_1,80
R_5XJHuvqPbVR7YTn,Aff C C_1,86
R_5XJHuvqPbVR7YTn,Aff M E_1,87
R_5XJHuvqPbVR7YTn,Neg C A_1,89
R_5YyM9RejpgcOZpN,Neg P C_1,0
R_5YyM9RejpgcOZpN,Neg M A_1,0
R_5YyM9RejpgcOZpN,Aff M C_1,0
R_5YyM9RejpgcOZpN,Neg C B_1,1
R_5YyM9RejpgcOZpN,Aff 0 B_1,3
R_5YyM9RejpgcOZpN,Aff P D_1,23
R_5YyM9RejpgcOZpN,Neg M E_1,26
R_5YyM9RejpgcOZpN,Aff 0 E_1,50
R_5YyM9RejpgcOZpN,Neg 0 D_1,50
R_5YyM9RejpgcOZpN,Aff P A_1,76
R_6ax5m57qBe0lY7n,Neg C E_1,20
R_6ax5m57qBe0lY7n,Neg 0 C_1,20
R_6ax5m57qBe0lY7n,Neg P B_1,20
R_6ax5m57qBe0lY7n,Aff 0 D_1,20
R_6ax5m57qBe0lY7n,Neg C A_1,30
R_6ax5m57qBe0lY7n,Aff 0 A_1,50
R_6ax5m57qBe0lY7n,Aff C C_1,50
R_6ax5m57qBe0lY7n,Aff M E_1,50
R_6ax5m57qBe0lY7n,Neg M D_1,50
R_6ax5m57qBe0lY7n,Aff M B_1,75
R_6EmszeeTXTUrJQh,Neg P B_1,33
R_6EmszeeTXTUrJQh,Aff C C_1,39
R_6EmszeeTXTUrJQh,Aff 0 D_1,39
R_6EmszeeTXTUrJQh,Aff M E_1,41
R_6EmszeeTXTUrJQh,Neg C E_1,51
R_6EmszeeTXTUrJQh,Neg 0 C_1,59
R_6EmszeeTXTUrJQh,Aff 0 A_1,60
R_6EmszeeTXTUrJQh,Neg M D_1,68
R_6EmszeeTXTUrJQh,Neg C A_1,71
R_6EmszeeTXTUrJQh,Aff M B_1,74
R_6IbrLCeAHFWUHK4,Neg 0 C_1,0
R_6IbrLCeAHFWUHK4,Neg C A_1,0
R_6IbrLCeAHFWUHK4,Neg M D_1,0
R_6IbrLCeAHFWUHK4,Neg C E_1,18
R_6IbrLCeAHFWUHK4,Aff M B_1,38
R_6IbrLCeAHFWUHK4,Neg P B_1,56
R_6IbrLCeAHFWUHK4,Aff M E_1,75
R_6IbrLCeAHFWUHK4,Aff 0 D_1,77
R_6IbrLCeAHFWUHK4,Aff 0 A_1,100
R_6IbrLCeAHFWUHK4,Aff C C_1,100
R_72G05mxB8enC521,Neg C D_1,6
R_72G05mxB8enC521,Aff M D_1,6
R_72G05mxB8enC521,Neg M C_1,10
R_72G05mxB8enC521,Neg P E_1,13
R_72G05mxB8enC521,Aff P C_1,99
R_72G05mxB8enC521,Aff C B_1,99
R_72G05mxB8enC521,Aff M A_1,100
R_72G05mxB8enC521,Neg 0 B_1,100
R_72G05mxB8enC521,Aff C E_1,100
R_72G05mxB8enC521,Neg P A_1,100
R_75z7zVJeRrfdUEq,Neg C C_1,7
R_75z7zVJeRrfdUEq,Aff C A_1,20
R_75z7zVJeRrfdUEq,Neg M B_1,22
R_75z7zVJeRrfdUEq,Neg 0 A_1,23
R_75z7zVJeRrfdUEq,Neg P D_1,31
R_75z7zVJeRrfdUEq,Aff C D_1,78
R_75z7zVJeRrfdUEq,Aff P E_1,83
R_75z7zVJeRrfdUEq,Aff 0 C_1,90
R_75z7zVJeRrfdUEq,Neg 0 E_1,93
R_75z7zVJeRrfdUEq,Aff P B_1,100
R_7d51CMJkx8dTp18,Neg P C_1,75
R_7d51CMJkx8dTp18,Aff M C_1,79
R_7d51CMJkx8dTp18,Aff 0 E_1,84
R_7d51CMJkx8dTp18,Neg M E_1,87
R_7d51CMJkx8dTp18,Aff 0 B_1,87
R_7d51CMJkx8dTp18,Neg 0 D_1,89
R_7d51CMJkx8dTp18,Neg C B_1,92
R_7d51CMJkx8dTp18,Aff P D_1,93
R_7d51CMJkx8dTp18,Neg M A_1,98
R_7d51CMJkx8dTp18,Aff P A_1,99
R_7HfBidCXBQ1qqvD,Neg 0 B_1,0
R_7HfBidCXBQ1qqvD,Aff M D_1,40
R_7HfBidCXBQ1qqvD,Aff C E_1,68
R_7HfBidCXBQ1qqvD,Neg P A_1,90
R_7HfBidCXBQ1qqvD,Aff M A_1,100
R_7HfBidCXBQ1qqvD,Neg M C_1,100
R_7HfBidCXBQ1qqvD,Neg P E_1,100
R_7HfBidCXBQ1qqvD,Aff P C_1,100
R_7HfBidCXBQ1qqvD,Neg C D_1,100
R_7HfBidCXBQ1qqvD,Aff C B_1,100
R_7iiyYKgb6Nhjfgt,Neg M E_1,0
R_7iiyYKgb6Nhjfgt,Aff P D_1,0
R_7iiyYKgb6Nhjfgt,Neg M A_1,0
R_7iiyYKgb6Nhjfgt,Aff M C_1,0
R_7iiyYKgb6Nhjfgt,Neg C B_1,0
R_7iiyYKgb6Nhjfgt,Aff P A_1,55
R_7iiyYKgb6Nhjfgt,Aff 0 B_1,100
R_7iiyYKgb6Nhjfgt,Neg P C_1,100
R_7iiyYKgb6Nhjfgt,Aff 0 E_1,100
R_7iiyYKgb6Nhjfgt,Neg 0 D_1,100
R_7K3ENaW9rHuQfhn,Neg 0 E_1,0
R_7K3ENaW9rHuQfhn,Neg C C_1,0
R_7K3ENaW9rHuQfhn,Neg 0 A_1,0
R_7K3ENaW9rHuQfhn,Neg P D_1,66
R_7K3ENaW9rHuQfhn,Aff P B_1,73
R_7K3ENaW9rHuQfhn,Aff P E_1,78
R_7K3ENaW9rHuQfhn,Aff C D_1,86
R_7K3ENaW9rHuQfhn,Aff 0 C_1,96
R_7K3ENaW9rHuQfhn,Aff C A_1,98
R_7K3ENaW9rHuQfhn,Neg M B_1,100
R_7lunfXPGsb2NDMt,Aff M A_1,0
R_7lunfXPGsb2NDMt,Neg M C_1,7
R_7lunfXPGsb2NDMt,Neg P E_1,9
R_7lunfXPGsb2NDMt,Aff P C_1,9
R_7lunfXPGsb2NDMt,Neg C D_1,9
R_7lunfXPGsb2NDMt,Neg P A_1,30
R_7lunfXPGsb2NDMt,Neg 0 B_1,75
R_7lunfXPGsb2NDMt,Aff C B_1,80
R_7lunfXPGsb2NDMt,Aff M D_1,80
R_7lunfXPGsb2NDMt,Aff C E_1,80
R_7M5SuCRrQ0RpQxj,Neg P D_1,54
R_7M5SuCRrQ0RpQxj,Neg C C_1,60
R_7M5SuCRrQ0RpQxj,Neg M B_1,60
R_7M5SuCRrQ0RpQxj,Aff C A_1,70
R_7M5SuCRrQ0RpQxj,Aff C D_1,70
R_7M5SuCRrQ0RpQxj,Aff P B_1,75
R_7M5SuCRrQ0RpQxj,Aff P E_1,75
R_7M5SuCRrQ0RpQxj,Aff 0 C_1,88
R_7M5SuCRrQ0RpQxj,Neg 0 E_1,90
R_7M5SuCRrQ0RpQxj,Neg 0 A_1,92
R_7OqCyShpdZF2PEU,Aff M E_1,61
R_7OqCyShpdZF2PEU,Neg C A_1,67
R_7OqCyShpdZF2PEU,Neg C E_1,72
R_7OqCyShpdZF2PEU,Aff M B_1,75
R_7OqCyShpdZF2PEU,Neg P B_1,75
R_7OqCyShpdZF2PEU,Neg 0 C_1,76
R_7OqCyShpdZF2PEU,Aff 0 D_1,76
R_7OqCyShpdZF2PEU,Aff 0 A_1,79
R_7OqCyShpdZF2PEU,Neg M D_1,85
R_7OqCyShpdZF2PEU,Aff C C_1,89
R_7P6L1tJMMiepGn0,Neg C D_1,4
R_7P6L1tJMMiepGn0,Aff M D_1,9
R_7P6L1tJMMiepGn0,Neg P E_1,14
R_7P6L1tJMMiepGn0,Neg P A_1,15
R_7P6L1tJMMiepGn0,Neg M C_1,18
R_7P6L1tJMMiepGn0,Aff P C_1,57
R_7P6L1tJMMiepGn0,Aff M A_1,62
R_7P6L1tJMMiepGn0,Aff C E_1,68
R_7P6L1tJMMiepGn0,Neg 0 B_1,90
R_7P6L1tJMMiepGn0,Aff C B_1,91
R_7qa2WUNltCeUdUT,Neg M E_1,10
R_7qa2WUNltCeUdUT,Neg P C_1,10
R_7qa2WUNltCeUdUT,Aff 0 E_1,10
R_7qa2WUNltCeUdUT,Aff P D_1,10
R_7qa2WUNltCeUdUT,Neg 0 D_1,10
R_7qa2WUNltCeUdUT,Aff 0 B_1,30
R_7qa2WUNltCeUdUT,Neg M A_1,30
R_7qa2WUNltCeUdUT,Aff M C_1,30
R_7qa2WUNltCeUdUT,Neg C B_1,50
R_7qa2WUNltCeUdUT,Aff P A_1,60
R_7rat0VmdCc2MF3j,Aff C E_1,10
R_7rat0VmdCc2MF3j,Neg P A_1,14
R_7rat0VmdCc2MF3j,Neg P E_1,19
R_7rat0VmdCc2MF3j,Neg M C_1,22
R_7rat0VmdCc2MF3j,Aff M A_1,24
R_7rat0VmdCc2MF3j,Neg C D_1,29
R_7rat0VmdCc2MF3j,Neg 0 B_1,61
R_7rat0VmdCc2MF3j,Aff C B_1,63
R_7rat0VmdCc2MF3j,Aff P C_1,64
R_7rat0VmdCc2MF3j,Aff M D_1,66
R_7TYng5twHabiefs,Neg C A_1,19
R_7TYng5twHabiefs,Aff M B_1,21
R_7TYng5twHabiefs,Neg C E_1,31
R_7TYng5twHabiefs,Neg M D_1,53
R_7TYng5twHabiefs,Aff M E_1,62
R_7TYng5twHabiefs,Aff 0 D_1,63
R_7TYng5twHabiefs,Neg P B_1,64
R_7TYng5twHabiefs,Aff 0 A_1,69
R_7TYng5twHabiefs,Neg 0 C_1,82
R_7TYng5twHabiefs,Aff C C_1,86
R_7ydRC1p4SMYtyeg,Neg P A_1,14
R_7ydRC1p4SMYtyeg,Neg M C_1,26
R_7ydRC1p4SMYtyeg,Aff M A_1,35
R_7ydRC1p4SMYtyeg,Neg P E_1,60
R_7ydRC1p4SMYtyeg,Aff C E_1,70
R_7ydRC1p4SMYtyeg,Aff P C_1,80
R_7ydRC1p4SMYtyeg,Neg C D_1,80
R_7ydRC1p4SMYtyeg,Aff C B_1,80
R_7ydRC1p4SMYtyeg,Aff M D_1,95
R_7ydRC1p4SMYtyeg,Neg 0 B_1,100
