Response_ID,Trial,Rating
R_1oROkgLQR2ODyYa,Aff M A_1,0
R_1oROkgLQR2ODyYa,Neg M C_1,0
R_1oROkgLQR2ODyYa,Aff 0 D_1,0
R_1oROkgLQR2ODyYa,Neg C A_1,0
R_1oROkgLQR2ODyYa,Neg C D_1,0
R_1oROkgLQR2ODyYa,Neg M E_1,0
R_1oROkgLQR2ODyYa,Neg 0 B_1,50
R_1oROkgLQR2ODyYa,Aff C C_1,50
R_1oROkgLQR2ODyYa,Aff C B_1,65
R_1oROkgLQR2ODyYa,Aff P E_1,90
R_1rBmE00wxDUdjTt,Neg M C_1,0
R_1rBmE00wxDUdjTt,Aff 0 D_1,0
R_1rBmE00wxDUdjTt,Neg C A_1,0
R_1rBmE00wxDUdjTt,Neg C D_1,0
R_1rBmE00wxDUdjTt,Neg M E_1,0
R_1rBmE00wxDUdjTt,Neg 0 B_1,5
R_1rBmE00wxDUdjTt,Aff C B_1,65
R_1rBmE00wxDUdjTt,Aff C C_1,88
R_1rBmE00wxDUdjTt,Aff P E_1,98
R_1rBmE00wxDUdjTt,Aff M A_1,100
R_3BV0YZvKhGSiV6A,Neg P C_1,5
R_3BV0YZvKhGSiV6A,Neg P E_1,8
R_3BV0YZvKhGSiV6A,Neg C B_1,10
R_3BV0YZvKhGSiV6A,Neg 0 D_1,25
R_3BV0YZvKhGSiV6A,Aff P A_1,50
R_3BV0YZvKhGSiV6A,Aff 0 B_1,55
R_3BV0YZvKhGSiV6A,Aff C D_1,89
R_3BV0YZvKhGSiV6A,Neg M A_1,89
R_3BV0YZvKhGSiV6A,Aff M C_1,91
R_3BV0YZvKhGSiV6A,Aff C E_1,93
R_3gLUx4eqrDeJJUb,Neg C C_1,0
R_3gLUx4eqrDeJJUb,Aff 0 C_1,0
R_3gLUx4eqrDeJJUb,Neg P D_1,0
R_3gLUx4eqrDeJJUb,Neg M B_1,0
R_3gLUx4eqrDeJJUb,Neg 0 E_1,80
R_3gLUx4eqrDeJJUb,Neg 0 A_1,80
R_3gLUx4eqrDeJJUb,Aff C A_1,100
R_3gLUx4eqrDeJJUb,Aff P B_1,100
R_3gLUx4eqrDeJJUb,Aff M D_1,100
R_3gLUx4eqrDeJJUb,Aff M E_1,100
R_3pZ87QStl2lwHW9,Aff 0 A_1,0
R_3pZ87QStl2lwHW9,Neg C E_1,0
R_3pZ87QStl2lwHW9,Neg P B_1,0
R_3pZ87QStl2lwHW9,Neg P A_1,0
R_3pZ87QStl2lwHW9,Aff 0 E_1,0
R_3pZ87QStl2lwHW9,Neg M D_1,0
R_3pZ87QStl2lwHW9,Aff M B_1,100
R_3pZ87QStl2lwHW9,Neg 0 C_1,100
R_3pZ87QStl2lwHW9,Aff P C_1,100
R_3pZ87QStl2lwHW9,Aff P D_1,100
R_3qamujdyuIl867w,Neg C E_1,0
R_3qamujdyuIl867w,Neg P A_1,0
R_3qamujdyuIl867w,Aff 0 E_1,0
R_3qamujdyuIl867w,Neg M D_1,0
R_3qamujdyuIl867w,Neg P B_1,1
R_3qamujdyuIl867w,Aff M B_1,28
R_3qamujdyuIl867w,Neg 0 C_1,66
R_3qamujdyuIl867w,Aff 0 A_1,68
R_3qamujdyuIl867w,Aff P D_1,84
R_3qamujdyuIl867w,Aff P C_1,91
R_3qslgk4JTg856Tg,Neg P E_1,0
R_3qslgk4JTg856Tg,Aff 0 B_1,0
R_3qslgk4JTg856Tg,Neg P C_1,0
R_3qslgk4JTg856Tg,Neg M A_1,0
R_3qslgk4JTg856Tg,Neg C B_1,0
R_3qslgk4JTg856Tg,Aff C D_1,85
R_3qslgk4JTg856Tg,Aff P A_1,100
R_3qslgk4JTg856Tg,Aff M C_1,100
R_3qslgk4JTg856Tg,Aff C E_1,100
R_3qslgk4JTg856Tg,Neg 0 D_1,100
R_53bIatPWGpYjE1H,Neg P C_1,0
R_53bIatPWGpYjE1H,Neg P E_1,4
R_53bIatPWGpYjE1H,Neg C B_1,5
R_53bIatPWGpYjE1H,Neg M A_1,23
R_53bIatPWGpYjE1H,Aff 0 B_1,29
R_53bIatPWGpYjE1H,Aff M C_1,89
R_53bIatPWGpYjE1H,Aff P A_1,90
R_53bIatPWGpYjE1H,Aff C D_1,92
R_53bIatPWGpYjE1H,Neg 0 D_1,93
R_53bIatPWGpYjE1H,Aff C E_1,97
R_57NyBLyQEGBuzsP,Neg M C_1,0
R_57NyBLyQEGBuzsP,Aff 0 D_1,0
R_57NyBLyQEGBuzsP,Neg C A_1,0
R_57NyBLyQEGBuzsP,Neg C D_1,0
R_57NyBLyQEGBuzsP,Neg M E_1,0
R_57NyBLyQEGBuzsP,Aff M A_1,29
R_57NyBLyQEGBuzsP,Neg 0 B_1,67
R_57NyBLyQEGBuzsP,Aff P E_1,71
R_57NyBLyQEGBuzsP,Aff C C_1,73
R_57NyBLyQEGBuzsP,Aff C B_1,84
R_58ScA0lvMHCkTgj,Neg C C_1,1
R_58ScA0lvMHCkTgj,Neg M B_1,2
R_58ScA0lvMHCkTgj,Aff 0 C_1,3
R_58ScA0lvMHCkTgj,Neg 0 E_1,6
R_58ScA0lvMHCkTgj,Neg P D_1,6
R_58ScA0lvMHCkTgj,Neg 0 A_1,24
R_58ScA0lvMHCkTgj,Aff M D_1,66
R_58ScA0lvMHCkTgj,Aff P B_1,67
R_58ScA0lvMHCkTgj,Aff C A_1,80
R_58ScA0lvMHCkTgj,Aff M E_1,93
R_5aqLFYSJSmPHE2N,Neg P E_1,0
R_5aqLFYSJSmPHE2N,Aff 0 B_1,0
R_5aqLFYSJSmPHE2N,Neg P C_1,0
R_5aqLFYSJSmPHE2N,Neg C B_1,0
R_5aqLFYSJSmPHE2N,Aff C D_1,91
R_5aqLFYSJSmPHE2N,Neg M A_1,91
R_5aqLFYSJSmPHE2N,Aff P A_1,93
R_5aqLFYSJSmPHE2N,Neg 0 D_1,97
R_5aqLFYSJSmPHE2N,Aff M C_1,100
R_5aqLFYSJSmPHE2N,Aff C E_1,100
R_5bMcvCpll5p7fVf,Aff 0 D_1,0
R_5bMcvCpll5p7fVf,Neg C D_1,0
R_5bMcvCpll5p7fVf,Neg M E_1,0
R_5bMcvCpll5p7fVf,Aff M A_1,2
R_5bMcvCpll5p7fVf,Neg M C_1,9
R_5bMcvCpll5p7fVf,Neg C A_1,12
R_5bMcvCpll5p7fVf,Neg 0 B_1,32
R_5bMcvCpll5p7fVf,Aff C C_1,54
R_5bMcvCpll5p7fVf,Aff C B_1,56
R_5bMcvCpll5p7fVf,Aff P E_1,93
R_5ca2XsfygbwP4XL,Aff 0 A_1,0
R_5ca2XsfygbwP4XL,Neg C E_1,0
R_5ca2XsfygbwP4XL,Neg P B_1,0
R_5ca2XsfygbwP4XL,Neg P A_1,0
R_5ca2XsfygbwP4XL,Aff 0 E_1,0
R_5ca2XsfygbwP4XL,Neg M D_1,0
R_5ca2XsfygbwP4XL,Neg 0 C_1,18
R_5ca2XsfygbwP4XL,Aff M B_1,71
R_5ca2XsfygbwP4XL,Aff P D_1,79
R_5ca2XsfygbwP4XL,Aff P C_1,98
R_5f99t5w0BpXGEOx,Neg M C_1,0
R_5f99t5w0BpXGEOx,Aff 0 D_1,0
R_5f99t5w0BpXGEOx,Neg C A_1,0
R_5f99t5w0BpXGEOx,Neg C D_1,0
R_5f99t5w0BpXGEOx,Neg M E_1,0
R_5f99t5w0BpXGEOx,Aff M A_1,100
R_5f99t5w0BpXGEOx,Neg 0 B_1,100
R_5f99t5w0BpXGEOx,Aff C B_1,100
R_5f99t5w0BpXGEOx,Aff C C_1,100
R_5f99t5w0BpXGEOx,Aff P E_1,100
R_5fNvsCRUgvzJJde,Neg P E_1,0
R_5fNvsCRUgvzJJde,Neg P C_1,0
R_5fNvsCRUgvzJJde,Neg M A_1,0
R_5fNvsCRUgvzJJde,Neg C B_1,0
R_5fNvsCRUgvzJJde,Aff 0 B_1,39
R_5fNvsCRUgvzJJde,Aff P A_1,100
R_5fNvsCRUgvzJJde,Aff C D_1,100
R_5fNvsCRUgvzJJde,Aff M C_1,100
R_5fNvsCRUgvzJJde,Aff C E_1,100
R_5fNvsCRUgvzJJde,Neg 0 D_1,100
R_5hYypl5gG8az8e5,Neg P C_1,2
R_5hYypl5gG8az8e5,Neg P E_1,3
R_5hYypl5gG8az8e5,Neg C B_1,4
R_5hYypl5gG8az8e5,Aff 0 B_1,10
R_5hYypl5gG8az8e5,Neg M A_1,38
R_5hYypl5gG8az8e5,Neg 0 D_1,63
R_5hYypl5gG8az8e5,Aff C D_1,66
R_5hYypl5gG8az8e5,Aff M C_1,82
R_5hYypl5gG8az8e5,Aff P A_1,89
R_5hYypl5gG8az8e5,Aff C E_1,93
R_5J5HyALbiYIIlm9,Neg C C_1,0
R_5J5HyALbiYIIlm9,Aff 0 C_1,0
R_5J5HyALbiYIIlm9,Neg P D_1,0
R_5J5HyALbiYIIlm9,Neg M B_1,0
R_5J5HyALbiYIIlm9,Aff P B_1,67
R_5J5HyALbiYIIlm9,Neg 0 A_1,86
R_5J5HyALbiYIIlm9,Neg 0 E_1,90
R_5J5HyALbiYIIlm9,Aff M D_1,90
R_5J5HyALbiYIIlm9,Aff M E_1,90
R_5J5HyALbiYIIlm9,Aff C A_1,100
R_5lRzNh1tMSgroes,Neg C C_1,0
R_5lRzNh1tMSgroes,Aff 0 C_1,0
R_5lRzNh1tMSgroes,Neg P D_1,0
R_5lRzNh1tMSgroes,Neg M B_1,0
R_5lRzNh1tMSgroes,Neg 0 E_1,65
R_5lRzNh1tMSgroes,Aff P B_1,80
R_5lRzNh1tMSgroes,Neg 0 A_1,88
R_5lRzNh1tMSgroes,Aff M E_1,90
R_5lRzNh1tMSgroes,Aff M D_1,92
R_5lRzNh1tMSgroes,Aff C A_1,100
R_5OP55qZbbFcZtFT,Neg P B_1,1
R_5OP55qZbbFcZtFT,Neg C E_1,2
R_5OP55qZbbFcZtFT,Neg P A_1,2
R_5OP55qZbbFcZtFT,Aff 0 E_1,3
R_5OP55qZbbFcZtFT,Neg M D_1,5
R_5OP55qZbbFcZtFT,Aff 0 A_1,22
R_5OP55qZbbFcZtFT,Neg 0 C_1,55
R_5OP55qZbbFcZtFT,Aff M B_1,57
R_5OP55qZbbFcZtFT,Aff P C_1,87
R_5OP55qZbbFcZtFT,Aff P D_1,92
R_5PB24UNhgNIr5cF,Neg M C_1,9
R_5PB24UNhgNIr5cF,Aff 0 D_1,9
R_5PB24UNhgNIr5cF,Aff C C_1,9
R_5PB24UNhgNIr5cF,Neg C A_1,9
R_5PB24UNhgNIr5cF,Neg 0 B_1,11
R_5PB24UNhgNIr5cF,Neg C D_1,11
R_5PB24UNhgNIr5cF,Aff P E_1,12
R_5PB24UNhgNIr5cF,Aff C B_1,13
R_5PB24UNhgNIr5cF,Neg M E_1,13
R_5PB24UNhgNIr5cF,Aff M A_1,16
R_5s5W2tpCq4Ep1aI,Neg C E_1,0
R_5s5W2tpCq4Ep1aI,Neg P B_1,0
R_5s5W2tpCq4Ep1aI,Neg P A_1,0
R_5s5W2tpCq4Ep1aI,Aff 0 E_1,0
R_5s5W2tpCq4Ep1aI,Neg M D_1,0
R_5s5W2tpCq4Ep1aI,Aff 0 A_1,68
R_5s5W2tpCq4Ep1aI,Neg 0 C_1,78
R_5s5W2tpCq4Ep1aI,Aff M B_1,100
R_5s5W2tpCq4Ep1aI,Aff P C_1,100
R_5s5W2tpCq4Ep1aI,Aff P D_1,100
R_5v1tJnEUwGMCr2e,Aff 0 A_1,0
R_5v1tJnEUwGMCr2e,Neg C E_1,0
R_5v1tJnEUwGMCr2e,Neg P B_1,0
R_5v1tJnEUwGMCr2e,Neg P A_1,0
R_5v1tJnEUwGMCr2e,Aff 0 E_1,0
R_5v1tJnEUwGMCr2e,Neg M D_1,0
R_5v1tJnEUwGMCr2e,Aff M B_1,95
R_5v1tJnEUwGMCr2e,Aff P C_1,99
R_5v1tJnEUwGMCr2e,Neg 0 C_1,100
R_5v1tJnEUwGMCr2e,Aff P D_1,100
R_5VFBtsjQu8NyIP7,Neg M E_1,1
R_5VFBtsjQu8NyIP7,Neg C A_1,3
R_5VFBtsjQu8NyIP7,Neg C D_1,10
R_5VFBtsjQu8NyIP7,Neg M C_1,18
R_5VFBtsjQu8NyIP7,Neg 0 B_1,47
R_5VFBtsjQu8NyIP7,Aff C B_1,59
R_5VFBtsjQu8NyIP7,Aff 0 D_1,63
R_5VFBtsjQu8NyIP7,Aff M A_1,92
R_5VFBtsjQu8NyIP7,Aff C C_1,93
R_5VFBtsjQu8NyIP7,Aff P E_1,99
R_5xp8Iqy2LhXDYmR,Neg M C_1,0
R_5xp8Iqy2LhXDYmR,Aff 0 D_1,0
R_5xp8Iqy2LhXDYmR,Neg C A_1,0
R_5xp8Iqy2LhXDYmR,Neg C D_1,0
R_5xp8Iqy2LhXDYmR,Neg M E_1,0
R_5xp8Iqy2LhXDYmR,Aff M A_1,50
R_5xp8Iqy2LhXDYmR,Neg 0 B_1,100
R_5xp8Iqy2LhXDYmR,Aff C B_1,100
R_5xp8Iqy2LhXDYmR,Aff C C_1,100
R_5xp8Iqy2LhXDYmR,Aff P E_1,100
R_6eaDOX4MpYHfrDj,Neg C D_1,0
R_6eaDOX4MpYHfrDj,Neg M E_1,0
R_6eaDOX4MpYHfrDj,Neg C A_1,10
R_6eaDOX4MpYHfrDj,Neg M C_1,21
R_6eaDOX4MpYHfrDj,Neg 0 B_1,25
R_6eaDOX4MpYHfrDj,Aff C C_1,28
R_6eaDOX4MpYHfrDj,Aff C B_1,39
R_6eaDOX4MpYHfrDj,Aff 0 D_1,40
R_6eaDOX4MpYHfrDj,Aff M A_1,54
R_6eaDOX4MpYHfrDj,Aff P E_1,81
R_6Gw9BDm2GSy0ire,Neg C C_1,0
R_6Gw9BDm2GSy0ire,Aff 0 C_1,0
R_6Gw9BDm2GSy0ire,Neg P D_1,0
R_6Gw9BDm2GSy0ire,Neg M B_1,0
R_6Gw9BDm2GSy0ire,Aff P B_1,4
R_6Gw9BDm2GSy0ire,Neg 0 E_1,12
R_6Gw9BDm2GSy0ire,Neg 0 A_1,49
R_6Gw9BDm2GSy0ire,Aff C A_1,50
R_6Gw9BDm2GSy0ire,Aff M D_1,70
R_6Gw9BDm2GSy0ire,Aff M E_1,73
R_6M8Ex7QEnSq1WNP,Aff P B_1,0
R_6M8Ex7QEnSq1WNP,Aff M D_1,0
R_6M8Ex7QEnSq1WNP,Aff 0 C_1,0
R_6M8Ex7QEnSq1WNP,Aff M E_1,0
R_6M8Ex7QEnSq1WNP,Neg P D_1,0
R_6M8Ex7QEnSq1WNP,Neg M B_1,0
R_6M8Ex7QEnSq1WNP,Neg C C_1,1
R_6M8Ex7QEnSq1WNP,Aff C A_1,100
R_6M8Ex7QEnSq1WNP,Neg 0 E_1,100
R_6M8Ex7QEnSq1WNP,Neg 0 A_1,100
R_71YNFCfML1B31IH,Neg P E_1,0
R_71YNFCfML1B31IH,Aff 0 B_1,0
R_71YNFCfML1B31IH,Neg P C_1,0
R_71YNFCfML1B31IH,Neg C B_1,0
R_71YNFCfML1B31IH,Neg M A_1,54
R_71YNFCfML1B31IH,Aff P A_1,100
R_71YNFCfML1B31IH,Aff C D_1,100
R_71YNFCfML1B31IH,Aff M C_1,100
R_71YNFCfML1B31IH,Aff C E_1,100
R_71YNFCfML1B31IH,Neg 0 D_1,100
R_74plx1ay3bXc4Yc,Neg P E_1,0
R_74plx1ay3bXc4Yc,Neg P C_1,0
R_74plx1ay3bXc4Yc,Neg C B_1,0
R_74plx1ay3bXc4Yc,Aff 0 B_1,15
R_74plx1ay3bXc4Yc,Neg 0 D_1,16
R_74plx1ay3bXc4Yc,Neg M A_1,54
R_74plx1ay3bXc4Yc,Aff C D_1,56
R_74plx1ay3bXc4Yc,Aff P A_1,100
R_74plx1ay3bXc4Yc,Aff M C_1,100
R_74plx1ay3bXc4Yc,Aff C E_1,100
R_75s1vO4jlfaSxGh,Neg C E_1,0
R_75s1vO4jlfaSxGh,Neg P A_1,1
R_75s1vO4jlfaSxGh,Aff 0 A_1,3
R_75s1vO4jlfaSxGh,Neg P B_1,4
R_75s1vO4jlfaSxGh,Aff 0 E_1,9
R_75s1vO4jlfaSxGh,Neg M D_1,19
R_75s1vO4jlfaSxGh,Aff P C_1,73
R_75s1vO4jlfaSxGh,Neg 0 C_1,75
R_75s1vO4jlfaSxGh,Aff M B_1,85
R_75s1vO4jlfaSxGh,Aff P D_1,90
R_7EovJmS4csgBIJR,Neg C C_1,0
R_7EovJmS4csgBIJR,Aff 0 C_1,0
R_7EovJmS4csgBIJR,Neg P D_1,0
R_7EovJmS4csgBIJR,Neg M B_1,0
R_7EovJmS4csgBIJR,Aff P B_1,8
R_7EovJmS4csgBIJR,Neg 0 E_1,11
R_7EovJmS4csgBIJR,Neg 0 A_1,42
R_7EovJmS4csgBIJR,Aff C A_1,50
R_7EovJmS4csgBIJR,Aff M D_1,70
R_7EovJmS4csgBIJR,Aff M E_1,88
R_7fJ2qNEz0iohpvu,Neg C E_1,0
R_7fJ2qNEz0iohpvu,Neg P B_1,0
R_7fJ2qNEz0iohpvu,Neg P A_1,0
R_7fJ2qNEz0iohpvu,Aff 0 E_1,0
R_7fJ2qNEz0iohpvu,Neg M D_1,0
R_7fJ2qNEz0iohpvu,Aff 0 A_1,12
R_7fJ2qNEz0iohpvu,Aff M B_1,97
R_7fJ2qNEz0iohpvu,Neg 0 C_1,100
R_7fJ2qNEz0iohpvu,Aff P C_1,100
R_7fJ2qNEz0iohpvu,Aff P D_1,100
R_7o721duU7N3dlln,Neg P C_1,0
R_7o721duU7N3dlln,Aff 0 B_1,3
R_7o721duU7N3dlln,Neg M A_1,3
R_7o721duU7N3dlln,Neg C B_1,3
R_7o721duU7N3dlln,Neg P E_1,4
R_7o721duU7N3dlln,Aff P A_1,91
R_7o721duU7N3dlln,Aff C D_1,93
R_7o721duU7N3dlln,Aff M C_1,94
R_7o721duU7N3dlln,Neg 0 D_1,94
R_7o721duU7N3dlln,Aff C E_1,99
R_7WmnaYjet9T1yDf,Neg C C_1,0
R_7WmnaYjet9T1yDf,Aff 0 C_1,0
R_7WmnaYjet9T1yDf,Neg P D_1,0
R_7WmnaYjet9T1yDf,Neg M B_1,0
R_7WmnaYjet9T1yDf,Aff P B_1,65
R_7WmnaYjet9T1yDf,Aff M D_1,75
R_7WmnaYjet9T1yDf,Aff C A_1,97
R_7WmnaYjet9T1yDf,Neg 0 E_1,100
R_7WmnaYjet9T1yDf,Neg 0 A_1,100
R_7WmnaYjet9T1yDf,Aff M E_1,100
R_7WOvn4rWE6Svn2h,Aff 0 A_1,0
R_7WOvn4rWE6Svn2h,Neg C E_1,0
R_7WOvn4rWE6Svn2h,Neg P B_1,0
R_7WOvn4rWE6Svn2h,Neg P A_1,0
R_7WOvn4rWE6Svn2h,Aff 0 E_1,0
R_7WOvn4rWE6Svn2h,Neg M D_1,0
R_7WOvn4rWE6Svn2h,Neg 0 C_1,60
R_7WOvn4rWE6Svn2h,Aff M B_1,75
R_7WOvn4rWE6Svn2h,Aff P C_1,100
R_7WOvn4rWE6Svn2h,Aff P D_1,100
