Response_ID,Trial,Rating
R_5lWHSppmDASJROZ,Aff M M D_1,100
R_3mDlf5r9llXNBEj,Aff C P D_1,100
R_315970XbhSK3I3y,Aff C M C_1,100
R_7ReIZCnFGeVCaeN,Aff C M D_1,100
R_315970XbhSK3I3y,Neg M P B_1,100
R_3OdJ06D2YY1hdUK,Neg M 0 A_1,100
R_35aLxaSkupPTslP,Aff C C E_1,100
R_3rX6fgRc9uJ1ubD,Aff P C D_1,100
R_3rX6fgRc9uJ1ubD,Aff C P E_1,100
R_3fIz6sj5khBxfit,Aff M M A_1,100
R_3rX6fgRc9uJ1ubD,Aff C C D_1,100
R_3rX6fgRc9uJ1ubD,Aff M C C_1,100
R_5C17EGJ9CW8wNj9,Aff M M B_1,100
R_5C17EGJ9CW8wNj9,Neg C 0 E_1,100
R_19nLdxY1cAfeuyF,Aff P P E_1,100
R_5C17EGJ9CW8wNj9,Aff P M D_1,100
R_35aLxaSkupPTslP,Aff C P A_1,100
R_1JFBkdiptQFvrpQ,Neg M 0 B_1,100
R_5O059sjEa1dcRHB,Neg C 0 A_1,100
R_5O059sjEa1dcRHB,Aff P M E_1,100
R_5O059sjEa1dcRHB,Aff M M C_1,100
R_5O059sjEa1dcRHB,Neg M 0 E_1,100
R_6CDK4mdRHq4drdk,Neg C 0 E_1,100
R_7ReIZCnFGeVCaeN,Aff M P C_1,100
R_3OdJ06D2YY1hdUK,Aff C M C_1,100
R_6YlQI7W3Gx3lxDP,Aff M M D_1,100
R_6YlQI7W3Gx3lxDP,Aff M P B_1,100
R_5O059sjEa1dcRHB,Aff M P A_1,100
R_5lEzPyCOBazHoJ5,Aff P C B_1,100
R_315970XbhSK3I3y,Aff P M A_1,100
R_3ctt3hzfWybTMUr,Aff P P A_1,100
R_7Cv1xirFrw9xo1H,Aff M P E_1,100
R_7PUCM9MmyZHhY75,Aff P M A_1,100
R_7Cv1xirFrw9xo1H,Neg M 0 D_1,100
R_7PUCM9MmyZHhY75,Aff C M C_1,100
R_3G9rv7pp8M3KPJw,Aff C C E_1,100
R_3G9rv7pp8M3KPJw,Aff C P A_1,100
R_1Km6sNhYlXlcGUH,Neg M M E_1,100
R_3G9rv7pp8M3KPJw,Aff P P B_1,100
R_3G9rv7pp8M3KPJw,Aff P C E_1,100
R_5G9exb3Xu9R8b3Q,Aff P P E_1,100
R_3G9rv7pp8M3KPJw,Aff M C D_1,100
R_1Km6sNhYlXlcGUH,Aff C C B_1,100
R_5LuSVkUgwjcl6Di,Neg M 0 A_1,100
R_5LuSVkUgwjcl6Di,Aff P M A_1,100
R_5lEzPyCOBazHoJ5,Aff C C B_1,100
R_5G9exb3Xu9R8b3Q,Aff C P D_1,100
R_5lEzPyCOBazHoJ5,Aff M C A_1,100
R_7Cv1xirFrw9xo1H,Neg C 0 E_1,100
R_5lEzPyCOBazHoJ5,Aff P P D_1,100
R_5lEzPyCOBazHoJ5,Aff C P C_1,100
R_5EPUYm5e69X4lBH,Aff M P A_1,100
R_3mDlf5r9llXNBEj,Aff P C C_1,100
R_5lWHSppmDASJROZ,Aff C M C_1,100
R_7PUCM9MmyZHhY75,Aff M M D_1,100
R_1JRvBxmjRGt0L1r,Aff M P C_1,100
R_13U1v0jN39ULXA4,Aff C M C_1,100
R_3mDlf5r9llXNBEj,Aff M C B_1,100
R_3mDlf5r9llXNBEj,Neg P 0 B_1,100
R_3Cv6y0g2RdvS3BE,Aff M M A_1,100
R_1JRvBxmjRGt0L1r,Aff P M B_1,100
R_315970XbhSK3I3y,Neg M 0 A_1,100
R_315970XbhSK3I3y,Aff M M D_1,100
R_315970XbhSK3I3y,Aff M P B_1,100
R_7PUCM9MmyZHhY75,Neg C 0 B_1,100
R_315970XbhSK3I3y,Neg C P E_1,100
R_13U1v0jN39ULXA4,Neg M 0 A_1,100
R_13U1v0jN39ULXA4,Aff M M D_1,100
R_13U1v0jN39ULXA4,Aff M P B_1,100
R_3mDlf5r9llXNBEj,Aff C C C_1,100
R_3Cv6y0g2RdvS3BE,Aff M P D_1,100
R_1GDh6PlgIPtCYG1,Neg C 0 C_1,100
R_7PUCM9MmyZHhY75,Aff M P B_1,100
R_1y2wcUTjxakOjkZ,Aff M C E_1,100
R_3Cv6y0g2RdvS3BE,Aff C M E_1,100
R_13U1v0jN39ULXA4,Neg C 0 B_1,100
R_5VytsnJxPXI1zCV,Aff M P E_1,100
R_3rX6fgRc9uJ1ubD,Aff P P A_1,100
R_3RAzdrQCirClVwl,Aff P P D_1,100
R_6rMjqHBNIrXlsy5,Neg M 0 E_1,100
R_5p9RkPGPhXyXDX3,Aff M P B_1,100
R_5OV0onjir7Mo43g,Neg C 0 B_1,100
R_7dhToTPgJB0GO8Q,Aff P C B_1,100
R_3f275MFSYgiJKcl,Aff M M E_1,100
R_5p9RkPGPhXyXDX3,Aff M M D_1,100
R_7Ol9a5HsIogb4X8,Aff C C D_1,100
R_7Ol9a5HsIogb4X8,Aff C P E_1,100
R_7dhToTPgJB0GO8Q,Aff C P C_1,100
R_5p9RkPGPhXyXDX3,Neg M 0 A_1,100
R_32VsLe9dH7TFrA3,Aff C C A_1,100
R_5p9RkPGPhXyXDX3,Neg C 0 B_1,100
R_7Ol9a5HsIogb4X8,Neg P 0 C_1,100
R_7M4lkow4BPPxHzC,Aff C M B_1,100
R_6rMjqHBNIrXlsy5,Aff M M C_1,100
R_32VsLe9dH7TFrA3,Neg P 0 E_1,100
R_72DsCRjd0Yy6B8t,Aff C M E_1,100
R_3fIVh8XDIWYM5lT,Aff M C D_1,100
R_6rMjqHBNIrXlsy5,Neg C 0 A_1,100
R_6BJVgDzBHPmX70d,Aff C P A_1,100
R_3CGWmbxfeukG3cV,Aff C C D_1,100
R_5OV0onjir7Mo43g,Aff C M C_1,100
R_3NQ2GHvJtHMXkUF,Aff M C E_1,100
R_3uwhdKG8tIBIrRo,Aff M M A_1,100
R_3lf5dTSfnmqNafL,Aff M C D_1,100
R_7Ol9a5HsIogb4X8,Aff M C C_1,100
R_7Ol9a5HsIogb4X8,Aff P C D_1,100
R_32VsLe9dH7TFrA3,Aff P C A_1,100
R_32VsLe9dH7TFrA3,Aff M C E_1,100
R_6rMjqHBNIrXlsy5,Aff P M E_1,100
R_7Ol9a5HsIogb4X8,Aff P P A_1,100
R_6LM7dxnvJc81Beg,Aff C M D_1,100
R_7M4lkow4BPPxHzC,Aff P M E_1,100
R_3fIVh8XDIWYM5lT,Aff P C E_1,100
R_3fIVh8XDIWYM5lT,Neg P 0 D_1,100
R_3uwhdKG8tIBIrRo,Aff C M E_1,100
R_3uwhdKG8tIBIrRo,Neg C 0 D_1,100
R_3RAzdrQCirClVwl,Aff P C B_1,100
R_18lCDnBD2Q8g0JH,Neg M 0 E_1,100
R_18lCDnBD2Q8g0JH,Aff M M C_1,100
R_18lCDnBD2Q8g0JH,Neg C 0 A_1,100
R_3uwhdKG8tIBIrRo,Aff P M C_1,100
R_3f275MFSYgiJKcl,Aff M P C_1,100
R_3FgszBAX8JI38VN,Aff M P E_1,100
R_3fIVh8XDIWYM5lT,Aff C C E_1,100
R_3f275MFSYgiJKcl,Aff P M B_1,100
R_6e1SQXEIZZRPV73,Neg M 0 D_1,100
R_3FgszBAX8JI38VN,Aff M M B_1,100
R_3fIVh8XDIWYM5lT,Aff C P A_1,100
R_18lCDnBD2Q8g0JH,Aff M P A_1,100
R_3NQ2GHvJtHMXkUF,Neg P 0 E_1,100
R_3RAzdrQCirClVwl,Aff C P C_1,100
R_7dtd5EhNYupiil5,Aff P C C_1,100
R_5OV0onjir7Mo43g,Neg M 0 A_1,100
R_7M4lkow4BPPxHzC,Aff M P A_1,100
R_6k4zPA0uRlScdLD,Aff P P A_1,100
R_3fIVh8XDIWYM5lT,Aff M 0 B_1,100
R_5OV0onjir7Mo43g,Aff M M D_1,100
R_3uwhdKG8tIBIrRo,Aff M P D_1,100
R_3ezzStaozOJ6h3d,Aff P C E_1,100
R_5OV0onjir7Mo43g,Aff M P B_1,100
R_3RAzdrQCirClVwl,Aff C C B_1,100
R_3RAzdrQCirClVwl,Aff M C A_1,100
R_6k4zPA0uRlScdLD,Aff M C C_1,100
R_6FA35tdEaqCUHSw,Neg M 0 E_1,100
R_3uwhdKG8tIBIrRo,Neg M 0 C_1,100
R_55R53A43WNpC8Oz,Aff M C A_1,100
R_6rMjqHBNIrXlsy5,Aff C M B_1,100
R_3CGWmbxfeukG3cV,Aff C P E_1,100
R_6BJVgDzBHPmX70d,Aff C C E_1,100
R_6D1nlX1HXSRJTT9,Neg P 0 C_1,100
R_1gCuL1qBwzqvElW,Aff C M D_1,100
R_3f1l4NfLlBu08CG,Aff M P B_1,100
R_5QLwV3LCdYGqvTn,Aff P P C_1,100
R_3CGWmbxfeukG3cV,Aff M C C_1,100
R_5K1M97efnxV0CbV,Aff M P E_1,100
R_7EjiDQBzYBXDo8E,Aff C P E_1,100
R_5p9RkPGPhXyXDX3,Aff C M C_1,100
R_6rN35rlSVQbCsUJ,Aff M C B_1,100
R_7nZnGzOgeFw0CtB,Aff M C A_1,100
R_6rMjqHBNIrXlsy5,Aff M P A_1,100
R_7EjiDQBzYBXDo8E,Aff P P A_1,100
R_6TZM7RKHSjRAruh,Aff M P E_1,100
R_1LwcHFrLJSQNFso,Aff C P A_1,100
R_5QLwV3LCdYGqvTn,Aff C C A_1,100
R_1LwcHFrLJSQNFso,Aff C C E_1,100
R_7EjiDQBzYBXDo8E,Aff P C D_1,100
R_6rN35rlSVQbCsUJ,Neg P 0 B_1,100
R_1zOp0Hv6QReoSI2,Aff M P A_1,100
R_7nZnGzOgeFw0CtB,Aff P C B_1,100
R_1zOp0Hv6QReoSI2,Neg C 0 A_1,100
R_1zOp0Hv6QReoSI2,Aff P M E_1,100
R_1zOp0Hv6QReoSI2,Aff M M C_1,100
R_1zOp0Hv6QReoSI2,Neg M 0 E_1,100
R_7nZnGzOgeFw0CtB,Neg P 0 A_1,100
R_1zOp0Hv6QReoSI2,Aff C M B_1,100
R_7dtd5EhNYupiil5,Aff P P E_1,100
R_7dtd5EhNYupiil5,Aff C P D_1,100
R_5VytsnJxPXI1zCV,Neg C 0 E_1,100
R_7nZnGzOgeFw0CtB,Aff P P D_1,100
R_1LwcHFrLJSQNFso,Aff P P B_1,100
R_3fIVh8XDIWYM5lT,Aff P P B_1,100
R_3CGWmbxfeukG3cV,Aff P C D_1,100
R_6BJVgDzBHPmX70d,Aff P C E_1,100
R_3CGWmbxfeukG3cV,Aff P P A_1,100
R_1LwcHFrLJSQNFso,Aff M C D_1,100
R_3CGWmbxfeukG3cV,Neg P 0 C_1,100
R_6D1nlX1HXSRJTT9,Aff P P A_1,100
R_1LwcHFrLJSQNFso,Aff P C E_1,100
R_3lf5dTSfnmqNafL,Aff C C E_1,100
R_6BJVgDzBHPmX70d,Aff M C D_1,100
R_1LwcHFrLJSQNFso,Neg P 0 D_1,100
R_6D1nlX1HXSRJTT9,Aff M C C_1,100
R_3f275MFSYgiJKcl,Neg C 0 C_1,99
R_6r0bzQjvYCMIqP1,Aff C P B_1,99
R_1JFBkdiptQFvrpQ,Aff M P C_1,99
R_3ezzStaozOJ6h3d,Neg P 0 D_1,99
R_6e1SQXEIZZRPV73,Aff M M B_1,99
R_3hG4ZtcgRw8AAY8,Aff P M B_1,99
R_1JFBkdiptQFvrpQ,Aff C M D_1,99
R_1JFBkdiptQFvrpQ,Neg C 0 C_1,99
R_3f275MFSYgiJKcl,Aff C M D_1,99
R_7dtd5EhNYupiil5,Neg M C A_1,99
R_1K0VeADI2lART6W,Aff M P A_1,99
R_7JCxLQLtJ9Sa0rH,Neg C 0 E_1,99
R_1qL5I41NcJEZMJu,Neg M 0 D_1,99
R_5K1M97efnxV0CbV,Aff P M D_1,99
R_3X1rywkRIa4xMqd,Aff C C B_1,98
R_5K1M97efnxV0CbV,Neg M 0 D_1,98
R_5pEHnbTlUSFlqLv,Aff P P C_1,98
R_3hG4ZtcgRw8AAY8,Neg C 0 C_1,98
R_6VO8Xjk8VnSLFaK,Aff M C D_1,98
R_1K0VeADI2lART6W,Neg C 0 A_1,98
R_5K1M97efnxV0CbV,Neg C 0 E_1,98
R_5QLwV3LCdYGqvTn,Neg P 0 E_1,98
R_19nLdxY1cAfeuyF,Neg M C A_1,98
R_7dtd5EhNYupiil5,Aff C C C_1,98
R_5C17EGJ9CW8wNj9,Neg M 0 D_1,98
R_3ctt3hzfWybTMUr,Aff C C D_1,98
R_5czmZ8vGPoA6dM3,Aff M M C_1,98
R_7j3DN8Xi97QPsst,Neg C 0 E_1,98
R_3X1rywkRIa4xMqd,Aff M C A_1,98
R_1qL5I41NcJEZMJu,Neg C 0 E_1,98
R_5P75KJlhyE83mV0,Aff C C A_1,97
R_5O059sjEa1dcRHB,Aff C M B_1,97
R_3kTBQ46yiuuGR67,Aff C C A_1,97
R_5C17EGJ9CW8wNj9,Aff M P E_1,97
R_3FgszBAX8JI38VN,Aff P M D_1,97
R_6FA35tdEaqCUHSw,Neg C 0 A_1,97
R_3NzWSZyeQ0OEPst,Aff M M C_1,97
R_34CSAoolWFzIyxe,Aff M C A_1,97
R_3f1l4NfLlBu08CG,Aff P M A_1,97
R_3hG4ZtcgRw8AAY8,Aff M M E_1,97
R_3hG4ZtcgRw8AAY8,Aff C M D_1,97
R_1JFBkdiptQFvrpQ,Aff P M B_1,97
R_3Qmvs3v6PPyMX91,Aff P P A_1,97
R_3f1l4NfLlBu08CG,Neg C 0 B_1,97
R_1ZNvmbi2KXXhWi5,Aff P M C_1,96
R_1IQq1JhWIa643At,Aff M C B_1,96
R_3NzWSZyeQ0OEPst,Aff M P A_1,96
R_3CVMogcYjaFKPbC,Neg M 0 D_1,96
R_7M4lkow4BPPxHzC,Aff M M C_1,96
R_13erSJ0PhuZoAc6,Aff P P C_1,96
R_30IUK9hDTOsY5tx,Aff P M D_1,96
R_1gCuL1qBwzqvElW,Aff M M E_1,96
R_1JFBkdiptQFvrpQ,Aff M M E_1,96
R_17vWcBTX8aCCAu8,Neg C 0 E_1,96
R_13erSJ0PhuZoAc6,Aff C C A_1,96
R_3CVMogcYjaFKPbC,Aff M M B_1,96
R_7TFeVcQtoC7RUUi,Aff M M B_1,96
R_1gCuL1qBwzqvElW,Neg M 0 B_1,96
R_6FA35tdEaqCUHSw,Aff P M E_1,95
R_5VytsnJxPXI1zCV,Aff M M B_1,95
R_7Mkt64r8aA2XsfT,Aff C C C_1,95
R_5G9exb3Xu9R8b3Q,Aff M C B_1,95
R_7EjiDQBzYBXDo8E,Aff M C C_1,95
R_7Mkt64r8aA2XsfT,Aff P C C_1,95
R_5G9exb3Xu9R8b3Q,Neg P 0 B_1,95
R_5n6I6YY1RfPIl9i,Aff C P B_1,95
R_6aqtcwc3u4qdRsZ,Aff C C E_1,95
R_6YlQI7W3Gx3lxDP,Aff P 0 C_1,95
R_3JfMosCiZnVcwdu,Aff P P A_1,95
R_6YlQI7W3Gx3lxDP,Aff C M C_1,95
R_30IUK9hDTOsY5tx,Aff C M A_1,95
R_5G9exb3Xu9R8b3Q,Aff P C C_1,95
R_1zKuxyhwr1VOo2l,Aff C M A_1,95
R_3f1l4NfLlBu08CG,Aff M M D_1,95
R_55R53A43WNpC8Oz,Aff C P C_1,95
R_3X1rywkRIa4xMqd,Aff P C B_1,95
R_6CDK4mdRHq4drdk,Aff M P E_1,95
R_3fIz6sj5khBxfit,Neg C 0 D_1,95
R_7j3DN8Xi97QPsst,Neg M 0 D_1,95
R_5n6I6YY1RfPIl9i,Aff P C A_1,95
R_7nZnGzOgeFw0CtB,Aff C P C_1,95
R_5n6I6YY1RfPIl9i,Neg P 0 E_1,94
R_1GDh6PlgIPtCYG1,Aff M P C_1,94
R_1h4qsM3bLvVXeR5,Aff P C D_1,94
R_1h4qsM3bLvVXeR5,Aff P P A_1,94
R_1K0VeADI2lART6W,Aff P M E_1,94
R_5LuSVkUgwjcl6Di,Aff M P B_1,94
R_5K1M97efnxV0CbV,Aff M M B_1,94
R_5n6I6YY1RfPIl9i,Aff M 0 C_1,94
R_6rN35rlSVQbCsUJ,Aff P P E_1,94
R_3ezzStaozOJ6h3d,Aff M C D_1,94
R_34CSAoolWFzIyxe,Neg P 0 A_1,94
R_5n6I6YY1RfPIl9i,Aff M C E_1,94
R_5n6I6YY1RfPIl9i,Neg P M C_1,94
R_34CSAoolWFzIyxe,Aff P C B_1,94
R_7j3DN8Xi97QPsst,Aff M M B_1,94
R_6VO8Xjk8VnSLFaK,Aff C C E_1,94
R_18nCmMqHaAWFm9P,Aff M C E_1,94
R_5pEHnbTlUSFlqLv,Aff M C E_1,94
R_3dXUIDloIabrurK,Aff M C A_1,93
R_5QLwV3LCdYGqvTn,Aff P C A_1,93
R_1IQq1JhWIa643At,Neg P 0 B_1,93
R_55R53A43WNpC8Oz,Aff P P D_1,93
R_5n6I6YY1RfPIl9i,Aff C 0 B_1,93
R_5CrJJYhrLld76p7,Aff M P E_1,93
R_3fIz6sj5khBxfit,Aff P M C_1,93
R_3CVMogcYjaFKPbC,Aff M P E_1,93
R_7j3DN8Xi97QPsst,Aff P M D_1,93
R_1h4qsM3bLvVXeR5,Aff C C D_1,93
R_35aLxaSkupPTslP,Neg P M B_1,93
R_3f1l4NfLlBu08CG,Neg M 0 A_1,93
R_5n6I6YY1RfPIl9i,Neg M M D_1,93
R_5pEHnbTlUSFlqLv,Aff P C A_1,92
R_3f1l4NfLlBu08CG,Aff C M C_1,92
R_7TB1FD5AA7ivMZj,Neg P P D_1,92
R_3Qmvs3v6PPyMX91,Aff M C C_1,92
R_7JCxLQLtJ9Sa0rH,Neg M 0 D_1,92
R_112I6Ru0Utr6A8N,Neg P 0 B_1,92
R_34CSAoolWFzIyxe,Aff C P C_1,92
R_5rFrtObGDp1BfjP,Aff C M A_1,92
R_5qaAtWNb1kDuBi8,Aff P M E_1,92
R_7dhToTPgJB0GO8Q,Aff P P D_1,92
R_5bTZvSuf75JXmRQ,Aff M M D_1,92
R_3hG4ZtcgRw8AAY8,Aff M P C_1,92
R_5VytsnJxPXI1zCV,Aff C M A_1,92
R_3Qmvs3v6PPyMX91,Neg C M C_1,92
R_6nN1v6L0GujuD9D,Neg M C E_1,92
R_5qaAtWNb1kDuBi8,Neg C 0 A_1,92
R_6iquaZnar0miizz,Neg C 0 B_1,91
R_34CSAoolWFzIyxe,Aff C C B_1,91
R_7j3DN8Xi97QPsst,Aff C M A_1,91
R_6nN1v6L0GujuD9D,Aff C C B_1,91
R_3Qmvs3v6PPyMX91,Aff C C D_1,91
R_6D1nlX1HXSRJTT9,Aff P C D_1,91
R_1zKuxyhwr1VOo2l,Neg M 0 D_1,91
R_3fIz6sj5khBxfit,Aff C M E_1,91
R_3FgszBAX8JI38VN,Neg M 0 D_1,91
R_3fIz6sj5khBxfit,Neg M 0 C_1,91
R_5PhV5epn0M9DIwc,Aff C C B_1,91
R_6TZM7RKHSjRAruh,Aff M M B_1,91
R_5qaAtWNb1kDuBi8,Neg M 0 E_1,91
R_30IUK9hDTOsY5tx,Aff M P E_1,91
R_5bTZvSuf75JXmRQ,Aff M P B_1,91
R_7TB1FD5AA7ivMZj,Neg M P B_1,91
R_30IUK9hDTOsY5tx,Neg M 0 D_1,91
R_6CgacyNbKHEfnMs,Aff C C E_1,90
R_57fyXmvGGEudhQt,Aff P P E_1,90
R_5YWxO78JI1oqWQ1,Aff P C E_1,90
R_3Qmvs3v6PPyMX91,Neg P 0 C_1,90
R_5VytsnJxPXI1zCV,Aff P M D_1,90
R_3OVXSiIemlX2yjm,Aff C M A_1,90
R_5G9exb3Xu9R8b3Q,Aff C C C_1,90
R_6BJVgDzBHPmX70d,Aff P P B_1,90
R_18nCmMqHaAWFm9P,Aff P C A_1,90
R_6NMBagXFrvIv8yd,Aff M M C_1,90
R_6nN1v6L0GujuD9D,Neg P 0 A_1,90
R_6rN35rlSVQbCsUJ,Aff C P D_1,90
R_5K1M97efnxV0CbV,Aff C M A_1,90
R_70OpifyfnGiAm9W,Aff P M D_1,90
R_5bTZvSuf75JXmRQ,Neg M 0 A_1,90
R_3kTBQ46yiuuGR67,Aff M C E_1,90
R_3hG4ZtcgRw8AAY8,Neg M 0 B_1,90
R_5wk9zYyYaJfCATf,Aff M P A_1,90
R_7dhToTPgJB0GO8Q,Aff M C A_1,90
R_5OV0onjir7Mo43g,Aff P M A_1,90
R_7TB1FD5AA7ivMZj,Aff P M A_1,90
R_7ReIZCnFGeVCaeN,Aff P M B_1,90
R_70OpifyfnGiAm9W,Aff M P E_1,90
R_19nLdxY1cAfeuyF,Aff M C B_1,90
R_7mk2klwTH8zpsHc,Aff P P E_1,90
R_7JCxLQLtJ9Sa0rH,Aff M P E_1,90
R_7EjiDQBzYBXDo8E,Aff C C D_1,90
R_5qaAtWNb1kDuBi8,Aff M M C_1,90
R_18nCmMqHaAWFm9P,Neg P 0 E_1,90
R_7dhToTPgJB0GO8Q,Neg P 0 A_1,90
R_5qaAtWNb1kDuBi8,Aff M P A_1,90
R_6TZM7RKHSjRAruh,Neg C 0 E_1,90
R_7JCxLQLtJ9Sa0rH,Aff M M B_1,90
R_5pEHnbTlUSFlqLv,Aff C C A_1,90
R_3ctt3hzfWybTMUr,Aff P C D_1,89
R_3ctt3hzfWybTMUr,Neg P 0 C_1,89
R_1IQq1JhWIa643At,Aff P P E_1,89
R_3FgszBAX8JI38VN,Aff C M A_1,89
R_1JRvBxmjRGt0L1r,Neg M 0 B_1,89
R_11HdkN4EXCkfT2Q,Aff M C C_1,89
R_5CwFanaVaf6Sbcm,Aff C P A_1,89
R_5CrJJYhrLld76p7,Neg M 0 D_1,89
R_3Y4mvwwnvfATsxv,Aff P P D_1,89
R_3CVMogcYjaFKPbC,Aff P M D_1,89
R_6rN35rlSVQbCsUJ,Aff C C C_1,89
R_6NMBagXFrvIv8yd,Aff C M B_1,89
R_6nN1v6L0GujuD9D,Aff M 0 D_1,89
